,Store,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,ds
1055,8,986601.46,0,40.82,3.172,222.2071405,6.123,2011-02-12
1056,8,1065108.64,0,50.64,3.045,216.6310383,6.262,2011-02-18
1057,8,917317.15,0,51.29,3.065,216.9247918,6.262,2011-02-25
1058,8,929222.16,0,82.05,3.699,218.6921051,6.297,2011-03-06
1059,8,898289.14,0,56.68,3.488,217.7705442,6.262,2011-03-18
1060,8,827968.36,0,59.74,3.473,218.0145862,6.262,2011-03-25
1061,8,944594.78,0,24.48,2.989,215.9327797,6.262,2011-04-02
1062,8,935266.43,0,53.18,3.288,217.2185454,6.262,2011-04-03
1063,8,947815.05,0,49.68,3.332,221.2936581,6.123,2011-04-11
1064,8,908278.74,0,63.55,3.743,218.7262524,6.297,2011-04-15
1065,8,937473.13,0,65.11,3.807,218.8986857,6.297,2011-04-22
1066,8,855014.77,0,62.29,3.81,219.071119,6.297,2011-04-29
1067,8,892393.77,0,85.15,3.684,218.9492991,6.425,2011-05-08
1068,8,895763.41,0,72.96,3.899,219.4159857,6.297,2011-05-13
1069,8,836049.89,0,65.54,3.907,219.1746922,6.297,2011-05-20
1070,8,857939.41,0,73.14,3.786,218.9333986,6.297,2011-05-27
1071,8,941457.34,0,58.92,3.906,219.2435524,6.297,2011-06-05
1072,8,922048.41,0,84.73,3.637,218.4021448,6.297,2011-06-17
1073,8,864881.24,0,83.94,3.594,218.4979481,6.297,2011-06-24
1074,8,873065.23,0,35.77,2.976,214.7415521,6.262,2011-07-01
1075,8,929976.55,0,67.61,3.285,220.4772543,6.123,2011-07-10
1076,8,849925.37,0,84.26,3.575,218.7746217,6.425,2011-07-15
1077,8,829902.42,0,85.46,3.651,218.8328475,6.425,2011-07-22
1078,8,807082.19,0,86.46,3.682,218.8910733,6.425,2011-07-29
1079,8,949825.83,0,65.62,3.622,218.50267,6.297,2011-08-04
1080,8,861965.12,0,83.57,3.48,218.6895548,6.425,2011-08-07
1081,8,895066.5,0,82.92,3.554,219.0701968,6.425,2011-08-19
1082,8,912542.82,0,84.69,3.523,219.1336097,6.425,2011-08-26
1083,8,848358.09,1,69.01,3.546,219.2604355,6.425,2011-09-09
1084,8,1051922.95,0,30.51,3.158,222.4651238,6.123,2011-09-12
1085,8,870971.82,0,69.09,3.526,219.4442443,6.425,2011-09-16
1086,8,806444.29,0,68.72,3.467,219.788581,6.425,2011-09-23
1087,8,809049.37,0,72.2,3.355,220.1329176,6.425,2011-09-30
1088,8,897309.41,0,82.21,3.648,218.4508115,6.297,2011-10-06
1089,8,863188.26,0,61.74,3.274,220.7960935,6.123,2011-10-14
1090,8,905984.49,0,59.97,3.353,220.9619484,6.123,2011-10-21
1091,8,876712.31,0,56.86,3.372,221.1278032,6.123,2011-10-28
1092,8,996147.39,1,28.26,3.022,216.3126733,6.262,2011-11-02
1093,8,900387.29,0,49.14,3.459,217.512299,6.262,2011-11-03
1094,8,917088.48,0,50.56,3.297,221.4595129,6.123,2011-11-11
1095,8,897032.19,0,51.72,3.308,221.6911738,6.123,2011-11-18
1096,8,1235163.86,1,49.61,3.236,221.9491571,6.123,2011-11-25
1097,8,856796.1,0,86.05,3.638,219.0075249,6.425,2011-12-08
1098,8,1118163.94,0,39.79,3.159,222.6910959,6.123,2011-12-16
1099,8,1462254.05,0,38.16,3.112,222.8743862,6.123,2011-12-23
1100,8,858572.22,1,36.33,3.129,223.0576765,6.123,2011-12-30
1101,8,921161.2,0,78.31,3.501,225.300865,5.679,2012-01-06
1102,8,817661.76,0,36.46,3.261,223.4242571,5.825,2012-01-13
1103,8,813954.82,0,46.81,3.268,223.5188055,5.825,2012-01-20
1104,8,778178.53,0,45.52,3.29,223.6133539,5.825,2012-01-27
1105,8,952264.91,0,50.95,3.63,224.3959793,5.825,2012-02-03
1106,8,1096232.89,0,37.51,3.51,223.9658621,5.825,2012-02-17
1107,8,928537.54,0,46.33,3.555,224.1809207,5.825,2012-02-24
1108,8,927610.69,0,45.56,3.36,223.7079023,5.825,2012-03-02
1109,8,897076.73,0,85.06,3.417,225.5127949,5.401,2012-03-08
1110,8,921178.39,0,56.63,3.734,224.7657327,5.825,2012-03-16
1111,8,874223.25,0,52.9,3.787,224.8399424,5.825,2012-03-23
1112,8,905935.29,0,66.69,3.845,224.9141521,5.825,2012-03-30
1113,8,937232.09,0,73.96,3.749,225.2288314,5.679,2012-04-05
1114,8,909989.45,0,65.19,3.891,225.0625714,5.679,2012-04-13
1115,8,872288.46,0,63.59,3.877,225.1179914,5.679,2012-04-20
1116,8,879448.25,0,70.34,3.814,225.1734114,5.679,2012-04-27
1117,8,976436.02,0,61.41,3.617,226.7705581,5.124,2012-05-10
1118,8,913922.01,0,64.16,3.63,225.3002908,5.679,2012-05-18
1119,8,895157.44,0,76.11,3.561,225.3005779,5.679,2012-05-25
1120,8,872113.23,0,43.47,3.157,223.2409668,5.825,2012-06-01
1121,8,1046816.59,0,62.18,3.891,224.9883618,5.679,2012-06-04
1122,8,936205.5,0,81.24,3.227,225.4407043,5.401,2012-06-07
1123,8,916918.7,0,77.14,3.393,225.3134743,5.679,2012-06-15
1124,8,899449.65,0,78.85,3.346,225.3558843,5.679,2012-06-22
1125,8,878298.22,0,84.47,3.286,225.3982943,5.679,2012-06-29
1126,8,932160.37,1,80.87,3.73,226.0153733,5.401,2012-07-09
1127,8,890488.01,0,78.46,3.256,225.4831143,5.401,2012-07-13
1128,8,888834.07,0,79.94,3.311,225.4930078,5.401,2012-07-20
1129,8,838227.52,0,81.71,3.407,225.5029014,5.401,2012-07-27
1130,8,928820.0,0,74.28,3.452,225.3011521,5.679,2012-08-06
1131,8,896613.19,0,81.21,3.571,225.6050797,5.401,2012-08-17
1132,8,936373.65,0,73.77,3.62,225.7418442,5.401,2012-08-24
1133,8,976137.73,0,75.33,3.638,225.8786088,5.401,2012-08-31
1134,8,960115.56,0,49.59,3.669,224.6110379,5.825,2012-09-03
1135,8,883569.38,0,67.21,3.717,226.1615981,5.401,2012-09-14
1136,8,857796.45,0,66.96,3.721,226.3645848,5.401,2012-09-21
1137,8,884724.41,0,71.1,3.666,226.5675714,5.401,2012-09-28
1138,8,1021400.42,1,35.71,3.409,223.8024507,5.825,2012-10-02
1139,8,930745.69,0,83.74,3.494,225.5226885,5.401,2012-10-08
1140,8,900309.75,0,62.99,3.594,227.0184166,5.124,2012-10-19
1141,8,891671.44,0,64.74,3.506,227.0369359,5.124,2012-10-26
1142,8,920128.89,0,64.96,3.688,225.2842514,5.679,2012-11-05
1143,8,927511.99,0,55.03,3.601,226.9735448,5.124,2012-12-10
1144,9,495692.19,0,69.08,2.603,215.2141341,6.56,2010-01-10
1145,9,545206.32,0,65.21,2.719,214.3465181,6.384,2010-02-04
1146,9,528832.54,0,78.55,2.669,214.7765028,6.442,2010-02-07
1147,9,511327.9,0,43.06,2.514,214.8506185,6.415,2010-02-19
1148,9,473773.27,0,43.83,2.561,214.8780453,6.415,2010-02-26
1149,9,511049.06,0,82.47,2.577,215.0779426,6.442,2010-03-09
1150,9,578164.82,0,49.89,2.708,215.1445203,6.56,2010-03-12
1151,9,485744.61,0,53.15,2.72,214.7597274,6.415,2010-03-19
1152,9,484946.56,0,51.8,2.732,214.5531227,6.415,2010-03-26
1153,9,586061.46,0,79.65,2.705,214.7257848,6.384,2010-04-06
1154,9,485764.32,0,66.09,2.808,214.0001817,6.384,2010-04-16
1155,9,488683.57,0,61.26,2.795,213.9496138,6.384,2010-04-23
1156,9,491723.42,0,66.07,2.78,213.8990459,6.384,2010-04-30
1157,9,549505.55,0,38.01,2.572,214.6554591,6.415,2010-05-02
1158,9,507297.88,0,48.43,2.625,214.9054721,6.415,2010-05-03
1159,9,517869.97,0,58.69,2.689,215.5065452,6.56,2010-05-11
1160,9,492792.8,0,70.53,2.854,213.8469819,6.384,2010-05-14
1161,9,506274.94,0,71.5,2.826,214.1399162,6.384,2010-05-21
1162,9,558143.53,0,77.12,2.759,214.4328505,6.384,2010-05-28
1163,9,522815.45,0,87.09,2.627,215.064843,6.442,2010-06-08
1164,9,513073.87,0,82.99,2.637,215.0166484,6.384,2010-06-18
1165,9,509263.28,0,85.02,2.653,214.8965756,6.384,2010-06-25
1166,9,526128.61,0,68.58,2.835,213.848478,6.384,2010-07-05
1167,9,474030.51,0,82.93,2.623,214.6474453,6.442,2010-07-16
1168,9,462676.5,0,84.49,2.608,214.7865779,6.442,2010-07-23
1169,9,468675.19,0,79.83,2.64,214.9257105,6.442,2010-07-30
1170,9,505069.21,0,65.35,2.633,215.290437,6.56,2010-08-10
1171,9,481897.98,0,86.85,2.692,215.2039756,6.442,2010-08-13
1172,9,499325.38,0,86.3,2.664,215.1619646,6.442,2010-08-20
1173,9,506789.66,0,84.01,2.619,215.1199536,6.442,2010-08-27
1174,9,529384.31,0,64.95,2.77,214.1399135,6.384,2010-09-04
1175,9,485389.15,0,78.51,2.642,214.6564301,6.442,2010-09-07
1176,9,463448.59,0,81.19,2.582,215.0615285,6.442,2010-09-17
1177,9,452905.22,0,77.15,2.624,215.1378313,6.442,2010-09-24
1178,9,484835.2,1,77.7,2.565,215.0359315,6.442,2010-10-09
1179,9,618121.82,0,46.1,2.843,214.9981378,6.56,2010-10-12
1180,9,454769.68,0,67.36,2.72,215.3589917,6.56,2010-10-15
1181,9,466322.76,0,69.99,2.725,215.4081762,6.56,2010-10-22
1182,9,508801.61,0,64.43,2.716,215.4573607,6.56,2010-10-29
1183,9,522715.68,0,83.75,2.668,215.0187191,6.384,2010-11-06
1184,9,519823.3,0,49.96,2.771,215.4372854,6.56,2010-11-19
1185,9,768070.53,1,60.18,2.735,215.2909028,6.56,2010-11-26
1186,9,552677.48,1,37.08,2.548,214.8056534,6.415,2010-12-02
1187,9,494145.8,0,55.76,2.667,214.932899,6.415,2010-12-03
1188,9,520846.68,0,61.59,2.728,215.5557297,6.56,2010-12-11
1189,9,685243.2,0,49.7,2.869,214.9334937,6.56,2010-12-17
1190,9,873347.55,0,50.93,2.886,214.9301534,6.56,2010-12-24
1191,9,459770.85,1,45.92,2.943,214.9268131,6.56,2010-12-31
1192,9,520962.14,0,56.12,3.524,218.445164,6.38,2011-01-04
1193,9,537064.03,0,89.14,3.524,218.7796415,6.404,2011-01-07
1194,9,458086.69,0,36.43,2.983,214.9749587,6.416,2011-01-14
1195,9,454021.69,0,44.72,3.016,215.3554013,6.416,2011-01-21
1196,9,463561.48,0,43.9,3.01,215.7358438,6.416,2011-01-28
1197,9,544643.33,0,89.33,3.533,219.382382,6.404,2011-02-09
1198,9,613115.21,0,46.84,3.172,222.3975443,6.054,2011-02-12
1199,9,610985.56,0,58.5,3.045,216.8154856,6.416,2011-02-18
1200,9,513107.2,0,59.01,3.065,217.1095679,6.416,2011-02-25
1201,9,587004.29,0,85.8,3.699,218.8784768,6.38,2011-03-06
1202,9,515226.11,0,63.82,3.488,217.9563371,6.416,2011-03-18
1203,9,497488.4,0,68.79,3.473,218.2007506,6.416,2011-03-25
1204,9,544612.28,0,31.82,2.989,216.1162864,6.416,2011-04-02
1205,9,542016.18,0,60.67,3.288,217.4036503,6.416,2011-04-03
1206,9,597855.07,0,54.46,3.332,221.4820921,6.054,2011-04-11
1207,9,528420.28,0,71.9,3.743,218.9134935,6.38,2011-04-15
1208,9,549502.11,0,72.35,3.807,219.0861659,6.38,2011-04-22
1209,9,532226.2,0,70.85,3.81,219.2588382,6.38,2011-04-29
1210,9,554879.67,0,91.52,3.684,219.1349201,6.404,2011-05-08
1211,9,539126.0,0,77.66,3.899,219.6041829,6.38,2011-05-13
1212,9,518266.9,0,70.49,3.907,219.3622809,6.38,2011-05-20
1213,9,553834.04,0,80.42,3.786,219.1203788,6.38,2011-05-27
1214,9,545251.1,0,62.2,3.906,219.4315106,6.38,2011-06-05
1215,9,558671.14,0,89.15,3.637,218.5877333,6.38,2011-06-17
1216,9,538745.93,0,86.74,3.594,218.6836874,6.38,2011-06-24
1217,9,490981.78,0,41.82,2.976,214.9234729,6.416,2011-07-01
1218,9,553836.98,0,72.62,3.285,220.6643585,6.054,2011-07-10
1219,9,512834.04,0,90.45,3.575,218.9607242,6.404,2011-07-15
1220,9,491449.94,0,89.08,3.651,219.0187895,6.404,2011-07-22
1221,9,471449.98,0,91.1,3.682,219.0768548,6.404,2011-07-29
1222,9,561625.92,0,71.4,3.622,218.6895775,6.38,2011-08-04
1223,9,535983.13,0,89.04,3.48,218.8755955,6.404,2011-08-07
1224,9,540819.44,0,85.8,3.554,219.2556109,6.404,2011-08-19
1225,9,542663.53,0,88.95,3.523,219.3189965,6.404,2011-08-26
1226,9,528784.86,1,75.65,3.546,219.4457675,6.404,2011-09-09
1227,9,630327.28,0,37.65,3.158,222.6561203,6.054,2011-09-12
1228,9,500274.03,0,77.95,3.526,219.6297841,6.404,2011-09-16
1229,9,506743.78,0,74.42,3.467,219.9746423,6.404,2011-09-23
1230,9,508567.04,0,78.45,3.355,220.3195004,6.404,2011-09-30
1231,9,550076.32,0,85.81,3.648,218.6365747,6.38,2011-10-06
1232,9,529515.66,0,67.27,3.274,220.9836849,6.054,2011-10-14
1233,9,557075.21,0,65.46,3.353,221.1498206,6.054,2011-10-21
1234,9,548527.49,0,63.96,3.372,221.3159563,6.054,2011-10-28
1235,9,555279.02,1,34.13,3.022,216.496729,6.416,2011-11-02
1236,9,517783.5,0,54.75,3.459,217.6977326,6.416,2011-11-03
1237,9,594574.12,0,58.28,3.297,221.6482278,6.054,2011-11-11
1238,9,542414.27,0,58.8,3.308,221.8803923,6.054,2011-11-18
1239,9,814753.5,1,54.32,3.236,222.1389683,6.054,2011-11-25
1240,9,520284.79,0,91.63,3.638,219.1929854,6.404,2011-12-08
1241,9,705557.97,0,47.31,3.159,222.8825484,6.054,2011-12-16
1242,9,905324.68,0,44.43,3.112,223.0661125,6.054,2011-12-23
1243,9,549788.36,1,43.41,3.129,223.2496766,6.054,2011-12-30
1244,9,583648.59,0,80.26,3.501,225.4946078,5.539,2012-01-06
1245,9,474964.6,0,42.44,3.261,223.6168049,5.667,2012-01-13
1246,9,480130.04,0,51.56,3.268,223.7114288,5.667,2012-01-20
1247,9,482451.21,0,49.38,3.29,223.8060527,5.667,2012-01-27
1248,9,619498.28,0,57.2,3.63,224.5894104,5.667,2012-02-03
1249,9,658965.05,0,43.81,3.51,224.1588663,5.667,2012-02-17
1250,9,563578.79,0,53.67,3.555,224.3741384,5.667,2012-02-24
1251,9,549967.89,0,54.43,3.36,223.9006766,5.667,2012-03-02
1252,9,533887.54,0,90.23,3.417,225.7070437,5.277,2012-03-08
1253,9,550373.57,0,59.94,3.734,224.9594902,5.667,2012-03-16
1254,9,550791.32,0,58.79,3.787,225.0336786,5.667,2012-03-23
1255,9,574985.37,0,67.87,3.845,225.107867,5.667,2012-03-30
1256,9,586289.08,0,78.98,3.749,225.4227585,5.539,2012-04-05
1257,9,578539.86,0,69.19,3.891,225.2562439,5.539,2012-04-13
1258,9,542819.03,0,68.04,3.877,225.3117488,5.539,2012-04-20
1259,9,550414.99,0,73.07,3.814,225.3672537,5.539,2012-04-27
1260,9,606755.3,0,66.61,3.617,226.9662325,4.954,2012-05-10
1261,9,571463.93,0,69.52,3.63,225.4942498,5.539,2012-05-18
1262,9,547226.0,0,79.69,3.561,225.4944288,5.539,2012-05-25
1263,9,519585.67,0,47.54,3.157,223.4332408,5.667,2012-06-01
1264,9,677885.99,0,68.83,3.891,225.1820555,5.539,2012-06-04
1265,9,578790.36,0,84.15,3.227,225.6346256,5.277,2012-06-07
1266,9,564606.1,0,82.21,3.393,225.5070634,5.539,2012-06-15
1267,9,562173.12,0,81.05,3.346,225.5495841,5.539,2012-06-22
1268,9,544770.7,0,87.18,3.286,225.5921049,5.539,2012-06-29
1269,9,565812.29,1,87.93,3.73,226.2103541,5.277,2012-07-09
1270,9,536537.64,0,82.39,3.256,225.6771463,5.277,2012-07-13
1271,9,513991.57,0,83.39,3.311,225.6871121,5.277,2012-07-20
1272,9,495951.0,0,86.41,3.407,225.6970779,5.277,2012-07-27
1273,9,582525.42,0,78.91,3.452,225.4947868,5.539,2012-08-06
1274,9,535153.47,0,86.37,3.571,225.7995323,5.277,2012-08-17
1275,9,572887.78,0,77.9,3.62,225.9364729,5.277,2012-08-24
1276,9,576879.15,0,80.71,3.638,226.0734135,5.277,2012-08-31
1277,9,574955.95,0,54.03,3.669,224.8046825,5.667,2012-09-03
1278,9,523427.35,0,73.55,3.717,226.3567545,5.277,2012-09-14
1279,9,533756.88,0,69.92,3.721,226.5599138,5.277,2012-09-21
1280,9,516361.06,0,76.8,3.666,226.7630732,5.277,2012-09-28
1281,9,609736.12,1,44.03,3.409,223.9953006,5.667,2012-10-02
1282,9,538713.47,0,88.66,3.494,225.7170094,5.277,2012-10-08
1283,9,542009.46,0,68.01,3.594,227.214288,4.954,2012-10-19
1284,9,549731.49,0,69.52,3.506,227.2328068,4.954,2012-10-26
1285,9,592572.3,0,70.94,3.688,225.4782634,5.539,2012-11-05
1286,9,558464.8,0,60.09,3.601,227.1693919,4.954,2012-12-10
1287,10,1645892.97,0,86.01,3.001,126.2346,9.003,2010-01-10
1288,10,2138651.97,0,63.66,3.086,126.6034839,9.524,2010-02-04
1289,10,1845893.87,0,92.89,2.978,126.1392,9.199,2010-02-07
1290,10,2113432.58,0,58.22,2.915,126.5262857,9.765,2010-02-19
1291,10,2006774.96,0,52.77,2.825,126.5522857,9.765,2010-02-26
1292,10,1766331.45,0,83.8,3.087,126.1019355,9.199,2010-03-09
1293,10,2251206.64,0,51.17,3.041,126.7313333,9.003,2010-03-12
1294,10,1946875.06,0,61.46,3.054,126.6066452,9.765,2010-03-19
1295,10,1893532.46,0,60.05,2.98,126.6050645,9.765,2010-03-26
1296,10,1931406.28,0,82.82,2.941,126.1360645,9.524,2010-04-06
1297,10,1826241.44,0,69.74,3.109,126.5621,9.524,2010-04-16
1298,10,1829521.83,0,66.42,3.05,126.4713333,9.524,2010-04-23
1299,10,1790694.59,0,69.76,3.105,126.3805667,9.524,2010-04-30
1300,10,2193048.75,0,54.34,2.962,126.4420645,9.765,2010-05-02
1301,10,1987090.09,0,55.92,2.877,126.5782857,9.765,2010-05-03
1302,10,1832211.96,0,71.04,3.009,126.4912903,9.003,2010-05-11
1303,10,1808056.41,0,73.88,3.145,126.2085484,9.524,2010-05-14
1304,10,1847613.58,0,78.32,3.12,126.1843871,9.524,2010-05-21
1305,10,1904618.17,0,76.67,3.058,126.1602258,9.524,2010-05-28
1306,10,1949236.09,0,86.13,3.123,126.0854516,9.199,2010-06-08
1307,10,1837636.24,0,83.49,2.935,126.114,9.524,2010-06-18
1308,10,1768172.31,0,90.32,3.084,126.1266,9.524,2010-06-25
1309,10,1921432.16,0,71.06,3.127,126.2898,9.524,2010-07-05
1310,10,1828052.47,0,91.8,2.971,126.1498065,9.199,2010-07-16
1311,10,1831676.03,0,88.44,3.112,126.1283548,9.199,2010-07-23
1312,10,1832664.03,0,85.03,3.017,126.1069032,9.199,2010-07-30
1313,10,1772192.42,0,77.04,2.924,126.2791667,9.003,2010-08-10
1314,10,1962996.7,0,88.37,3.049,126.064,9.199,2010-08-13
1315,10,1983190.56,0,89.88,3.041,126.0766452,9.199,2010-08-20
1316,10,1727565.42,0,84.99,3.022,126.0892903,9.199,2010-08-27
1317,10,2041069.37,0,65.29,3.004,126.6019032,9.524,2010-09-04
1318,10,1769793.37,0,91.03,3.1,126.1518,9.199,2010-09-07
1319,10,1716755.78,0,85.52,3.028,126.1454667,9.199,2010-09-17
1320,10,1655036.75,0,85.75,2.939,126.1900333,9.199,2010-09-24
1321,10,1720530.23,1,84.04,2.961,126.1145806,9.199,2010-10-09
1322,10,2411790.21,0,60.51,3.091,126.7934,9.003,2010-10-12
1323,10,1703850.25,0,75.48,3.08,126.3266774,9.003,2010-10-15
1324,10,1740234.06,0,68.12,3.014,126.3815484,9.003,2010-10-22
1325,10,1741308.56,0,68.76,3.13,126.4364194,9.003,2010-10-29
1326,10,1827521.71,0,89.67,3.057,126.1119032,9.524,2010-11-06
1327,10,1949177.13,0,58.83,3.047,126.6072,9.003,2010-11-19
1328,10,2939946.38,1,55.33,3.162,126.6692667,9.003,2010-11-26
1329,10,2176028.52,1,49.96,2.828,126.4962581,9.765,2010-12-02
1330,10,1941346.13,0,52.33,3.034,126.6042857,9.765,2010-12-03
1331,10,1895901.59,0,61.24,3.13,126.5461613,9.003,2010-12-11
1332,10,2811646.85,0,59.15,3.125,126.8794839,9.003,2010-12-17
1333,10,3749057.69,0,57.06,3.236,126.9835806,9.003,2010-12-24
1334,10,1707298.14,1,49.67,3.148,127.0876774,9.003,2010-12-31
1335,10,1827733.18,0,67.64,3.772,128.7199355,8.494,2011-01-04
1336,10,1751369.75,0,95.36,3.842,129.0894,8.257,2011-01-07
1337,10,1710803.59,0,49.98,3.312,127.3009355,8.744,2011-01-14
1338,10,1677556.18,0,56.75,3.336,127.4404839,8.744,2011-01-21
1339,10,1715769.05,0,53.03,3.231,127.5800323,8.744,2011-01-28
1340,10,1758587.35,0,91.61,3.798,129.3259355,8.257,2011-02-09
1341,10,2068097.18,0,57.29,3.701,129.8459667,7.874,2011-02-12
1342,10,2106934.55,0,61.77,3.43,127.99525,8.744,2011-02-18
1343,10,1967996.71,0,53.59,3.398,128.13,8.744,2011-02-25
1344,10,1792210.89,0,81.87,3.893,129.0490323,8.494,2011-03-06
1345,10,1884734.31,0,70.12,3.892,128.5121935,8.744,2011-03-18
1346,10,1815798.85,0,62.53,3.716,128.6160645,8.744,2011-03-25
1347,10,1968045.91,0,44.88,3.348,127.7195806,8.744,2011-04-02
1348,10,1958003.19,0,56.96,3.674,128.26475,8.744,2011-04-03
1349,10,1904438.59,0,68.57,3.828,129.8051935,7.874,2011-04-11
1350,10,1781767.22,0,61.05,4.089,128.9107333,8.494,2011-04-15
1351,10,2004831.14,0,75.93,3.917,128.9553,8.494,2011-04-22
1352,10,1873646.34,0,73.38,4.151,128.9998667,8.494,2011-04-29
1353,10,1886299.98,0,89.8,3.803,129.1846452,8.257,2011-05-08
1354,10,1712995.44,0,74.04,4.202,129.089,8.494,2011-05-13
1355,10,1720908.01,0,72.62,3.99,129.0756774,8.494,2011-05-20
1356,10,1743000.38,0,78.62,3.933,129.0623548,8.494,2011-05-27
1357,10,1841369.99,0,73.56,4.193,129.0444333,8.494,2011-06-05
1358,10,1817934.76,0,87.96,3.935,129.0432,8.494,2011-06-17
1359,10,1711813.13,0,90.69,3.807,129.0663,8.494,2011-06-24
1360,10,1714309.9,0,43.43,3.287,127.1917742,8.744,2011-07-01
1361,10,1788227.6,0,75.01,3.827,129.6938,7.874,2011-07-10
1362,10,1775068.4,0,86.01,3.779,129.1338387,8.257,2011-07-15
1363,10,1774342.61,0,88.59,3.697,129.1507742,8.257,2011-07-22
1364,10,1745841.33,0,86.75,3.694,129.1677097,8.257,2011-07-29
1365,10,1870720.73,0,73.03,3.818,128.8238065,8.494,2011-08-04
1366,10,1699708.38,0,88.57,3.793,129.1125,8.257,2011-08-07
1367,10,1954849.68,0,87.4,3.743,129.2405806,8.257,2011-08-19
1368,10,1728399.07,0,91.59,3.663,129.2832581,8.257,2011-08-26
1369,10,1670579.82,1,89.06,3.771,129.3686129,8.257,2011-09-09
1370,10,2429310.9,0,42.58,3.644,129.8555333,7.874,2011-09-12
1371,10,1650894.3,0,77.49,3.784,129.4306,8.257,2011-09-16
1372,10,1685910.53,0,82.51,3.789,129.5183333,8.257,2011-09-23
1373,10,1627707.31,0,82.27,3.877,129.6060667,8.257,2011-09-30
1374,10,1740063.1,0,84.57,3.981,129.0357097,8.494,2011-10-06
1375,10,1704753.02,0,70.27,3.698,129.7706452,7.874,2011-10-14
1376,10,1745928.56,0,77.91,3.842,129.7821613,7.874,2011-10-21
1377,10,1771792.97,0,72.79,3.843,129.7936774,7.874,2011-10-28
1378,10,2115408.31,1,51.51,3.381,127.859129,8.744,2011-11-02
1379,10,1933469.15,0,64.22,3.63,128.3995,8.744,2011-11-03
1380,10,2076570.84,0,55.28,3.677,129.8167097,7.874,2011-11-11
1381,10,1869087.85,0,58.97,3.669,129.8268333,7.874,2011-11-18
1382,10,2950198.64,1,60.68,3.76,129.8364,7.874,2011-11-25
1383,10,1917397.63,0,85.61,3.794,129.2015806,8.257,2011-12-08
1384,10,2555031.18,0,50.53,3.489,129.8980645,7.874,2011-12-16
1385,10,3487986.89,0,48.36,3.541,129.9845484,7.874,2011-12-23
1386,10,1930690.37,1,48.92,3.428,130.0710323,7.874,2011-12-30
1387,10,1767471.48,0,80.06,4.277,130.9592258,7.382,2012-01-06
1388,10,1711562.73,0,51.0,3.477,130.244,7.545,2012-01-13
1389,10,1675562.94,0,54.51,3.66,130.2792258,7.545,2012-01-20
1390,10,1632406.0,0,53.59,3.675,130.3144516,7.545,2012-01-27
1391,10,1990371.02,0,57.62,3.882,130.6457931,7.545,2012-02-03
1392,10,2168709.76,0,54.12,3.781,130.4546207,7.545,2012-02-17
1393,10,2039415.74,0,56.02,3.95,130.5502069,7.545,2012-02-24
1394,10,1867403.01,0,56.85,3.543,130.3496774,7.545,2012-03-02
1395,10,1939440.09,0,84.76,3.595,130.737871,7.17,2012-03-08
1396,10,1930814.66,0,62.11,4.273,130.8261935,7.545,2012-03-16
1397,10,1837457.69,0,56.54,4.288,130.8966452,7.545,2012-03-23
1398,10,1815760.42,0,67.92,4.294,130.9670968,7.545,2012-03-30
1399,10,1821364.42,0,77.02,4.058,131.136,7.382,2012-04-05
1400,10,1974687.51,0,70.28,4.254,131.108,7.382,2012-04-13
1401,10,1777166.53,0,67.75,4.111,131.1173333,7.382,2012-04-20
1402,10,1712987.56,0,80.11,4.088,131.1266667,7.382,2012-04-27
1403,10,1758971.38,0,80.88,4.132,131.0756667,6.943,2012-05-10
1404,10,1795152.73,0,85.19,4.308,131.0983226,7.382,2012-05-18
1405,10,1830939.1,0,86.03,4.127,131.0287742,7.382,2012-05-25
1406,10,1683401.78,0,59.85,3.443,130.1575161,7.545,2012-06-01
1407,10,2163384.17,0,65.99,4.282,131.0375484,7.382,2012-06-04
1408,10,1805999.79,0,86.87,3.666,130.7196333,7.17,2012-06-07
1409,10,1811562.88,0,88.58,4.144,130.8295333,7.382,2012-06-15
1410,10,1755334.18,0,89.92,4.014,130.7929,7.382,2012-06-22
1411,10,1707481.9,0,91.36,3.875,130.7562667,7.382,2012-06-29
1412,10,1708283.28,1,83.07,4.124,130.9325484,7.17,2012-07-09
1413,10,1765571.91,0,89.8,3.723,130.683,7.17,2012-07-13
1414,10,1869967.03,0,84.45,3.589,130.7012903,7.17,2012-07-20
1415,10,1817603.66,0,83.98,3.769,130.7195806,7.17,2012-07-27
1416,10,1840491.41,0,86.87,4.103,130.8896774,7.382,2012-08-06
1417,10,1827797.4,0,88.83,4.002,130.7909677,7.17,2012-08-17
1418,10,1764984.15,0,82.5,4.055,130.8381613,7.17,2012-08-24
1419,10,1650285.54,0,86.97,3.886,130.8853548,7.17,2012-08-31
1420,10,1917483.1,0,57.65,3.963,130.7413793,7.545,2012-09-03
1421,10,1640168.99,0,78.47,3.966,130.9776667,7.17,2012-09-14
1422,10,1671857.57,0,81.93,4.125,131.0103333,7.17,2012-09-21
1423,10,1694862.41,0,82.52,3.966,131.043,7.17,2012-09-28
1424,10,2218595.8,1,55.73,3.722,130.3849032,7.545,2012-10-02
1425,10,1880436.94,0,90.78,3.811,130.7561613,7.17,2012-10-08
1426,10,1734834.82,0,72.71,4.449,131.1499677,6.943,2012-10-19
1427,10,1744349.05,0,70.5,4.301,131.1930968,6.943,2012-10-26
1428,10,1792345.3,0,76.03,4.186,131.1453333,7.382,2012-11-05
